Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
7.91, -0.00900565, -1.88991, -51.4753, -1.88991, 0.0558876, 0.0966541
7.915, -0.00904096, -2.12808, -58.3362, -2.12808, 0.049742, 0.11147
7.92, -0.00907631, -2.44325, -66.6304, -2.44325, 0.0515417, 0.185756
7.925, -0.00910672, -2.75948, -76.7424, -2.75948, 0.0512008, 0.144245
7.93, -0.00914425, -3.23393, -89.3668, -3.23393, 0.0581845, 0.122066
7.935, -0.00917256, -3.80021, -105.203, -3.80021, 0.0553605, 0.112938
7.94, -0.00920169, -4.54466, -125.594, -4.54466, 0.0496784, 0.112521
7.945, -0.00924272, -5.5153, -152.643, -5.5153, 0.0497449, 0.114208
7.95, -0.00927715, -6.81966, -189.145, -6.81966, 0.0566406, 0.127626
7.955, -0.00930334, -8.55861, -240.057, -8.55861, 0.0484371, 0.119218
7.96, -0.00933958, -11.2841, -314.76, -11.2841, 0.0481289, 0.104624
7.965, -0.00937631, -15.2505, -430.1, -15.2505, 0.0503503, 0.116176
7.97, -0.00940558, -22.3298, -621.269, -22.3298, 0.077297, 0.12264
7.975, -0.00943826, -35.1319, -974.095, -35.1319, 0.0500831, 0.143624
7.98, -0.00947062, -61.2094, -1737.65, -61.2094, 0.0487635, 0.133574
7.985, -0.00950621, -139.939, -3924.37, -139.939, 0.0487603, 0.109441
7.99, -0.00953671, -558.691, -15747.8, -558.691, 0.0544972, 0.129857
7.995, -0.00957398, -6.32676e+23, -1.79334e+25, -6.32676e+23, 0.0497909, 0.121745
8, -0.00959928, -563.742, -15851.1, -563.742, 0.0495324, 0.132814
